state,year,votes,category,perwt,cat,question_id_mapped,region,respondents,question,democrat,total,democrat_cred,votes_total,votes_dem
NV,2016,1125429,0,1331605,educ_sel,1951,West,2778,Are you a college graduate?,48,55,48,618985.95,297113.256
NV,2016,1125429,1,611614,educ_sel,1951,West,2778,Are you a college graduate?,49,45,49,506443.05,248157.0945
NV,2016,1125429,asian,159517,race_sel,260,West,2778,Race,62,6,64.5598755832037,67525.74,43594.5337306376
NV,2016,1125429,black,169739,race_sel,260,West,2778,Race,81,9,82.3022151898734,101288.61,83362.7697650317
NV,2016,1125429,latino,346519,race_sel,260,West,2778,Race,60,18,60,202577.22,121546.332
NV,2016,1125429,other,78561,race_sel,260,West,2778,Race,46,4,49.2547198850811,45017.16,22173.0760582188
NV,2016,1125429,white,1188883,race_sel,260,West,2778,Race,38,62,38,697765.98,265151.0724
NV,2016,1125429,0,1482029,inc_sel,917,West,2778,Income,55,71,55,799054.59,439480.0245
NV,2016,1125429,1,461190,inc_sel,917,West,2778,Income,37,29,37,326374.41,120758.5317
NY,2008,7721718,0,8127233,educ_sel,1951,Northeast,1594,Are You a College Graduate?,61,45,61,3474773.1,2119611.591
NY,2008,7721718,1,5104551,educ_sel,1951,Northeast,1594,Are You a College Graduate?,65,55,65,4246944.9,2760514.185
NY,2008,7721718,asian,647626,race_sel,260,Northeast,1594,Vote by Race,,3,66.6212867592178,231651.54,154329.236745544
NY,2008,7721718,black,1823283,race_sel,260,Northeast,1594,Vote by Race,100,17,100,1312692.06,1312692.06
NY,2008,7721718,latino,1556777,race_sel,260,Northeast,1594,Vote by Race,,6,75.3838231799097,463303.08,349255.574614276
NY,2008,7721718,other,208872,race_sel,260,Northeast,1594,Vote by Race,,3,70.071427376871,208872,146359.591790618
NY,2008,7721718,white,8995226,race_sel,260,Northeast,1594,Vote by Race,52,71,52,5482419.78,2850858.2856
NY,2012,7128852,0,7914807,educ_sel,1951,Northeast,1449,Are You a College Graduate?,66,48,66,3421848.96,2258420.3136
NY,2012,7128852,1,5480079,educ_sel,1951,Northeast,1449,Are You a College Graduate?,59,52,59,3707003.04,2187131.7936
NY,2012,7128852,asian,755717,race_sel,260,Northeast,1449,Vote by Race,,2,66.923240363423,142577.04,95417.1751822538
NY,2012,7128852,black,1856427,race_sel,260,Northeast,1449,Vote by Race,94,16,94,1140616.32,1072179.3408
NY,2012,7128852,latino,1762204,race_sel,260,Northeast,1449,Vote by Race,89,13,87.5710182930636,926750.76,811565.077570706
NY,2012,7128852,other,250728,race_sel,260,Northeast,1449,Vote by Race,,1,60.0409756340874,71288.52,42802.3229231015
NY,2012,7128852,white,8769810,race_sel,260,Northeast,1449,Vote by Race,49,67,49,4776330.84,2340402.1116
NY,2012,7128852,0,9070358,inc_sel,917,Northeast,1449,Vote by Income,68,68,68,4847619.36,3296381.1648
NY,2012,7128852,1,4324528,inc_sel,917,Northeast,1449,Vote by Income,51,32,51,2281232.64,1163428.6464
NY,2016,7700223,0,7898425,educ_sel,1951,Northeast,1466,Are you a college graduate?,53,45,53,3465100.35,1836503.1855
NY,2016,7700223,1,5833786,educ_sel,1951,Northeast,1466,Are you a college graduate?,64,55,64,4235122.65,2710478.496
NY,2016,7700223,asian,877022,race_sel,260,Northeast,1466,Race,,2,68.2612566398041,154004.46,105125.379677344
NY,2016,7700223,black,1948775,race_sel,260,Northeast,1466,Race,92,21,92,1617046.83,1487683.0836
NY,2016,7700223,latino,1928736,race_sel,260,Northeast,1466,Race,74,9,74.4260052919912,693020.07,515787.153972761
NY,2016,7700223,other,269676,race_sel,260,Northeast,1466,Race,,3,53.4807199270437,231006.69,123544.040891634
NY,2016,7700223,white,8708002,race_sel,260,Northeast,1466,Race,45,65,45,5005144.95,2252315.2275
NY,2016,7700223,0,8825600,inc_sel,917,Northeast,1466,Income,65,69,65,5313153.87,3453550.0155
NY,2016,7700223,1,4906611,inc_sel,917,Northeast,1466,Income,55,31,55,2387069.13,1312888.0215
OH,2008,5773777,0,6093634,educ_sel,1951,North Central,,,,61.1420302031184,65,3530204.47720071,2294632.91018046
OH,2008,5773777,1,2466643,educ_sel,1951,North Central,,,,38.8579697968815,56,2243572.52279929,1256400.6127676
OH,2008,5773777,asian,82734,race_sel,260,North Central,3211,Vote by Race,,1,66.6212867592178,57737.77,38465.6453200776
OH,2008,5773777,black,934197,race_sel,260,North Central,3211,Vote by Race,97,11,96.4164333780388,635115.47,612355.684006168
OH,2008,5773777,latino,139655,race_sel,260,North Central,3211,Vote by Race,,4,71.0987839297537,139655,99293.0066970975
OH,2008,5773777,other,103690,race_sel,260,North Central,3211,Vote by Race,,1,70.071427376871,57737.77,40457.6795745748
OH,2008,5773777,white,7300001,race_sel,260,North Central,3211,Vote by Race,46,83,46,4792234.91,2204428.0586
OH,2012,5632423,0,6035849,educ_sel,1951,North Central,3992,Are You a College Graduate?,53,60,53,3379453.8,1791110.514
OH,2012,5632423,1,2656925,educ_sel,1951,North Central,3992,Are You a College Graduate?,47,40,47,2252969.2,1058895.524
OH,2012,5632423,asian,91361,race_sel,260,North Central,3992,Vote by Race,,1,66.923240363423,56324.23,37693.9998257472
OH,2012,5632423,black,992072,race_sel,260,North Central,3992,Vote by Race,96,15,95.6753338904355,844863.45,808325.926705753
OH,2012,5632423,latino,184836,race_sel,260,North Central,3992,Vote by Race,54,3,63.1074866631904,168972.69,106634.417806184
OH,2012,5632423,other,132736,race_sel,260,North Central,3992,Vote by Race,,2,60.0409756340874,112648.46,67635.2344207746
OH,2012,5632423,white,7291769,race_sel,260,North Central,3992,Vote by Race,41,79,41,4449614.17,1824341.8097
OH,2012,5632423,0,6753477,inc_sel,917,North Central,3992,Vote by Income,54,79,54,4449614.17,2402791.6518
OH,2012,5632423,1,1939297,inc_sel,917,North Central,3992,Vote by Income,40,21,40,1182808.83,473123.532
OH,2016,5607641,0,5922889,educ_sel,1951,North Central,3397,Are you a college graduate?,44,56,44,3140278.96,1381722.7424
OH,2016,5607641,1,2844151,educ_sel,1951,North Central,3397,Are you a college graduate?,41,44,41,2467362.04,1011618.4364
OH,2016,5607641,asian,96980,race_sel,260,North Central,3397,Race,,1,68.2612566398041,56076.41,38278.4621444888
OH,2016,5607641,black,1004556,race_sel,260,North Central,3397,Race,88,14,88.3130915805022,785069.74,693319.358457011
OH,2016,5607641,latino,211189,race_sel,260,North Central,3397,Race,67,3,63.7737382794986,168229.23,107286.068849816
OH,2016,5607641,other,153520,race_sel,260,North Central,3397,Race,,2,53.4807199270437,112152.82,59980.1355544815
OH,2016,5607641,white,7300795,race_sel,260,North Central,3397,Race,33,80,33,4486112.8,1480417.224
OH,2016,5607641,0,6483997,inc_sel,917,North Central,3397,Income,46,71,46,3981425.11,1831455.5506
OH,2016,5607641,1,2283043,inc_sel,917,North Central,3397,Income,37,29,37,1626215.89,601699.8793
OK,2008,1474694,0,1920858,educ_sel,1951,South,,,,61.0804831054629,60,900750.219527275,540450.131716365
OK,2008,1474694,1,707759,educ_sel,1951,South,,,,38.9195168945371,62,573943.780472726,355845.14389309
OK,2008,1474694,asian,33538,race_sel,260,South,869,Vote by Race,,0,66.6212867592178,0,0
OK,2008,1474694,black,179194,race_sel,260,South,869,Vote by Race,,7,95.5335409265615,103228.58,98617.9177222082
OK,2008,1474694,latino,95804,race_sel,260,South,869,Vote by Race,,3,60.4642962962963,44240.82,26749.9004887111
OK,2008,1474694,other,296790,race_sel,260,South,869,Vote by Race,,8,70.071427376871,117975.52,82667.1308192859
OK,2008,1474694,white,2023291,race_sel,260,South,869,Vote by Race,29,82,29,1209249.08,350682.2332
OK,2012,1334872,0,1950812,educ_sel,1951,South,,,,59.0241736230869,49.3060325657402,787897.166925973,388480.833709064
OK,2012,1334872,1,795501,educ_sel,1951,South,,,,40.9758263769131,49.521038950776,546974.833074027,270867.620137531
OK,2012,1334872,asian,32527,race_sel,260,South,,,,1.02410106387316,66,13670.438353345,9022.48931320768
OK,2012,1334872,black,193125,race_sel,260,South,,,,6.97819418047465,95.2362874958726,93149.9602207855,88712.5639181583
OK,2012,1334872,latino,123718,race_sel,260,South,,,,4.83746466973309,61.9304985560116,64573.9613861595,39990.976223815
OK,2012,1334872,other,341886,race_sel,260,South,,,,13.2544224801248,55.4526033154331,176929.574448892,98112.055066828
OK,2012,1334872,white,2055057,race_sel,260,South,,,,73.9058176057943,32.7462617749132,986548.065590818,323057.612093712
OK,2012,1334872,0,2192861,inc_sel,917,South,,,,77.7277815827937,52.2220257290793,1037566.39256987,541838.188484117
OK,2012,1334872,1,553452,inc_sel,917,South,,,,22.2722184172063,43.8952672575615,297305.60743013,130503.090953172
OK,2016,1452992,0,1947662,educ_sel,1951,South,,,,54.6487944732636,42.7699097371566,794042.611792962,339611.308338411
OK,2016,1452992,1,866046,educ_sel,1951,South,,,,45.3512055267364,47.6575247973468,658949.388207038,314038.968086734
OK,2016,1452992,asian,37736,race_sel,260,South,,,,1.27564773011035,72,18535.059466685,13345.2428160132
OK,2016,1452992,black,209435,race_sel,260,South,,,,6.40556407907132,87.7692895887596,93072.3336237799,81688.9260252719
OK,2016,1452992,latino,143724,race_sel,260,South,,,,4.20051941703324,61.6474876183559,61033.2110879396,37625.4412485226
OK,2016,1452992,other,355352,race_sel,260,South,,,,18.9146031585242,56.6608608331314,274827.670725104,155719.724040488
OK,2016,1452992,white,2067461,race_sel,260,South,,,,69.2036656152609,29.3983957197616,1005523.72509649,295607.843759954
OK,2016,1452992,0,2147477,inc_sel,917,South,,,,70.9927808175608,48.5656534531744,1031519.42585669,500964.149663736
OK,2016,1452992,1,666231,inc_sel,917,South,,,,29.0072191824392,41.335218022973,421472.574143307,174216.607429173
OR,2008,1845251,0,1772531,educ_sel,1951,West,,,,53.5959027119284,61,988978.930750886,603277.14775804
OR,2008,1845251,1,935575,educ_sel,1951,West,,,,46.4040972880716,60,856272.069249114,513763.241549469
OR,2008,1845251,asian,71370,race_sel,260,West,1249,Vote by Race,,1,66.6212867592178,18452.51,12293.2996013733
OR,2008,1845251,black,42911,race_sel,260,West,1249,Vote by Race,,2,94,36905.02,34690.7188
OR,2008,1845251,latino,124755,race_sel,260,West,1249,Vote by Race,,5,69.4700287699654,92262.55,64094.8200289037
OR,2008,1845251,other,89938,race_sel,260,West,1249,Vote by Race,,4,70.071427376871,73810.04,51719.7485754394
OR,2008,1845251,white,2379132,race_sel,260,West,1249,Vote by Race,57,89,57,1642273.39,936095.8323
OR,2012,1820507,0,1815264,educ_sel,1951,West,1437,Are You a College Graduate?,49,51,49,928458.57,454944.6993
OR,2012,1820507,1,1023450,educ_sel,1951,West,1437,Are You a College Graduate?,59,49,59,892048.43,526308.5737
OR,2012,1820507,asian,93650,race_sel,260,West,1437,Vote by Race,,3,67.0899254988581,54615.21,36641.3037000449
OR,2012,1820507,black,46154,race_sel,260,West,1437,Vote by Race,,1,93.467974610502,18205.07,17015.9102054241
OR,2012,1820507,latino,168365,race_sel,260,West,1437,Vote by Race,,4,69.7794082440254,72820.28,50813.5604656424
OR,2012,1820507,other,101933,race_sel,260,West,1437,Vote by Race,,4,61.2874948463417,72820.28,44629.7253520916
OR,2012,1820507,white,2428612,race_sel,260,West,1437,Vote by Race,54,88,54,1602046.16,865104.9264
OR,2012,1820507,0,2235317,inc_sel,917,West,1437,Vote by Income,53,79,53,1438200.53,762246.2809
OR,2012,1820507,1,603397,inc_sel,917,West,1437,Vote by Income,64,21,64,382306.47,244676.1408
OR,2016,2056310,0,1809105,educ_sel,1951,West,1128,Are you a college graduate?,43,50,43,1028155,442106.65
OR,2016,2056310,1,1153005,educ_sel,1951,West,1128,Are you a college graduate?,59,50,59,1028155,606611.45
OR,2016,2056310,asian,96797,race_sel,260,West,1128,Race,,4,67.1197511664075,82252.4,55207.6062083981
OR,2016,2056310,black,50732,race_sel,260,West,1128,Race,,1,83.6044303797469,20563.1,17191.6626234177
OR,2016,2056310,latino,199955,race_sel,260,West,1128,Race,,9,61.9943359562884,185067.9,114731.615673248
OR,2016,2056310,other,118622,race_sel,260,West,1128,Race,,4,50.3396265134414,82252.4,41405.5509583419
OR,2016,2056310,white,2496004,race_sel,260,West,1128,Race,49,82,49,1686174.2,826225.358
OR,2016,2056310,0,2186610,inc_sel,917,West,1128,Income,47,72,47,1480543.2,695855.304
OR,2016,2056310,1,775500,inc_sel,917,West,1128,Income,55,28,55,575766.8,316671.74
PA,2008,6071357,0,6467288,educ_sel,1951,Northeast,,,,56.6156554486257,60.6382751532733,3437338.56017602,2084342.81406909
PA,2008,6071357,1,2924483,educ_sel,1951,Northeast,,,,43.3843445513743,64.7086219578238,2634018.43982398,1704437.03452507
PA,2008,6071357,asian,139069,race_sel,260,Northeast,2752,Vote by Race,,1,66.6212867592178,60713.57,40448.1615714584
PA,2008,6071357,black,878154,race_sel,260,Northeast,2752,Vote by Race,95,13,95.1562588041523,789276.41,751045.903379722
PA,2008,6071357,latino,288943,race_sel,260,Northeast,2752,Vote by Race,72,4,74.5378673849323,242854.28,181018.401165032
PA,2008,6071357,other,84872,race_sel,260,Northeast,2752,Vote by Race,,1,70.071427376871,60713.57,42542.8651104557
PA,2008,6071357,white,8000733,race_sel,260,Northeast,2752,Vote by Race,48,81,48,4917799.17,2360543.6016
PA,2012,5742040,0,6455518,educ_sel,1951,Northeast,2914,Are You a College Graduate?,57,52,57,2985860.8,1701940.656
PA,2012,5742040,1,3246184,educ_sel,1951,Northeast,2914,Are You a College Graduate?,46,48,46,2756179.2,1267842.432
PA,2012,5742040,asian,173725,race_sel,260,Northeast,2914,Vote by Race,,1,66.923240363423,57420.4,38427.592309639
PA,2012,5742040,black,961788,race_sel,260,Northeast,2914,Vote by Race,93,13,93.1185680551796,746465.2,695097.705270233
PA,2012,5742040,latino,408281,race_sel,260,Northeast,2914,Vote by Race,80,6,81.6420365861272,344522.4,281275.103855404
PA,2012,5742040,other,112945,race_sel,260,Northeast,2914,Vote by Race,,1,60.0409756340874,57420.4,34475.7683729955
PA,2012,5742040,white,8044963,race_sel,260,Northeast,2914,Vote by Race,42,78,42,4478791.2,1881092.304
PA,2012,5742040,0,7134329,inc_sel,917,Northeast,2914,Vote by Income,56,71,56,4076848.4,2283035.104
PA,2012,5742040,1,2567373,inc_sel,917,Northeast,2914,Vote by Income,45,29,45,1665191.6,749336.22
PA,2016,6115402,0,6322671,educ_sel,1951,Northeast,2935,Are you a college graduate?,45,52,45,3180009.04,1431004.068
PA,2016,6115402,1,3434385,educ_sel,1951,Northeast,2935,Are you a college graduate?,52,48,52,2935392.96,1526404.3392
PA,2016,6115402,asian,207415,race_sel,260,Northeast,2935,Race,,1,68.2612566398041,61154.02,41744.5025377571
PA,2016,6115402,black,969675,race_sel,260,Northeast,2935,Race,92,10,91.5868213691896,611540.2,560090.230574785
PA,2016,6115402,latino,463755,race_sel,260,Northeast,2935,Race,74,6,74.4260052919912,366924.12,273086.964968792
PA,2016,6115402,other,130071,race_sel,260,Northeast,2935,Race,,2,53.4807199270437,122308.04,65411.2203206566
PA,2016,6115402,white,7986140,race_sel,260,Northeast,2935,Race,40,81,40,4953475.62,1981390.248
PA,2016,6115402,0,6860279,inc_sel,917,Northeast,2935,Income,49,69,49,4219627.38,2067617.4162
PA,2016,6115402,1,2896777,inc_sel,917,Northeast,2935,Income,45,31,45,1895774.62,853098.579
RI,2008,475428,0,489032,educ_sel,1951,Northeast,,,,50.9831566927777,60.6382751532733,242388.202201339,146980.02498992
RI,2008,475428,1,277451,educ_sel,1951,Northeast,,,,49.0168433072223,64.7086219578238,233039.797798661,150796.841768812
RI,2008,475428,asian,15590,race_sel,260,Northeast,835,Vote by Race,,1,66.6212867592178,4754.28,3167.36251213614
RI,2008,475428,black,28338,race_sel,260,Northeast,835,Vote by Race,,6,95.6250352166092,28338,27098.2224796827
RI,2008,475428,latino,45788,race_sel,260,Northeast,835,Vote by Race,,7,75.3838231799097,33279.96,25087.7062007447
RI,2008,475428,other,13949,race_sel,260,Northeast,835,Vote by Race,,3,70.071427376871,13949,9774.26340479973
RI,2008,475428,white,662818,race_sel,260,Northeast,835,Vote by Race,58,83,58,394605.24,228871.0392
RI,2012,446049,0,479251,educ_sel,1951,Northeast,,,,49.2184452360921,56.889250256525,219538.382791136,124893.739995177
RI,2012,446049,1,290551,educ_sel,1951,Northeast,,,,50.781554763908,56.5376434181274,226510.617208864,128063.765061747
RI,2012,446049,asian,12572,race_sel,260,Northeast,,,,0.731299968752969,66.923240363423,3261.95619762293,2183.00678668477
RI,2012,446049,black,30574,race_sel,260,Northeast,,,,4.86326203492325,93.4742722207185,21692.5316741548,20276.9361086651
RI,2012,446049,latino,60047,race_sel,260,Northeast,,,,7.04872583555184,83.2840731722545,31440.7711022206,26185.1548106945
RI,2012,446049,other,19794,race_sel,260,Northeast,,,,1.99944683558042,60.0409756340874,8918.51261563812,5354.76198647829
RI,2012,446049,white,646815,race_sel,260,Northeast,,,,85.3572653251915,51.7955315887289,380735.228410363,197203.835500709
RI,2012,446049,0,530685,inc_sel,917,Northeast,,,,68.1410781391777,59.723576882943,303942.597629021,181525.390974982
RI,2012,446049,1,239117,inc_sel,917,Northeast,,,,31.8589218608223,51.86562118242,142106.402370979,73704.3683296976
RI,2016,464144,0,477780,educ_sel,1951,Northeast,,,,47.6882177140914,43.5477615059523,221342.001226892,96389.4868067891
RI,2016,464144,1,307136,educ_sel,1951,Northeast,,,,52.3117822859086,56.6205749157784,242801.998773108,137475.887612335
RI,2016,464144,asian,15569,race_sel,260,Northeast,,,,0.817502832833245,68.2612566398041,3794.39034842554,2590.09853365471
RI,2016,464144,black,36449,race_sel,260,Northeast,,,,5.65637227459821,91.1736427383793,26253.7125302111,23936.4660678558
RI,2016,464144,latino,76210,race_sel,260,Northeast,,,,7.92874775518928,74.8520105839824,36800.8069808458,27546.1439362936
RI,2016,464144,other,20271,race_sel,260,Northeast,,,,3.62969073221432,53.4807199270437,16846.9917521288,9009.89247508817
RI,2016,464144,white,636417,race_sel,260,Northeast,,,,81.9676864051649,44.0383544557543,380448.098388389,167543.082088455
RI,2016,464144,0,512811,inc_sel,917,Northeast,,,,65.9566380181587,52.15136341682,306133.777963003,159652.939087126
RI,2016,464144,1,272105,inc_sel,917,Northeast,,,,34.0433619818413,49.5818875415309,158010.222036997,78344.4505945073
SC,2008,1927153,0,2323735,educ_sel,1951,South,,,,57.8510832334513,60,1114878.88606595,668927.331639572
SC,2008,1927153,1,979009,educ_sel,1951,South,,,,42.1489167665487,62,812274.113934047,503609.950639109
SC,2008,1927153,asian,23940,race_sel,260,South,1163,Vote by Race,,0,66.6212867592178,0,0
SC,2008,1927153,black,915277,race_sel,260,South,1163,Vote by Race,96,25,96,481788.25,462516.72
SC,2008,1927153,latino,44337,race_sel,260,South,1163,Vote by Race,,3,60.4642962962963,44337,26808.0550488889
SC,2008,1927153,other,36975,race_sel,260,South,1163,Vote by Race,,1,70.071427376871,19271.53,13503.8361483619
SC,2008,1927153,white,2282215,race_sel,260,South,1163,Vote by Race,26,71,26,1368278.63,355752.4438
SC,2012,1981516,0,2413699,educ_sel,1951,South,,,,56.3039755615355,49.3060325657402,1115672.28438791,550093.739867242
SC,2012,1981516,1,1100306,educ_sel,1951,South,,,,43.6960244384646,49.521038950776,865843.715612085,428774.803661107
SC,2012,1981516,asian,34493,race_sel,260,South,,,,0.856606596763189,66,16973.7967719181,11202.7058694659
SC,2012,1981516,black,953297,race_sel,260,South,,,,27.1696734307283,95.2362874958726,538371.42617763,512724.959230158
SC,2012,1981516,latino,81876,race_sel,260,South,,,,2.52518482858637,61.9304985560116,50036.9414080116,30988.127276161
SC,2012,1981516,other,50199,race_sel,260,South,,,,1.53506297453031,55.4526033154331,30417.518450394,16867.3058446957
SC,2012,1981516,white,2394140,race_sel,260,South,,,,67.9134721693918,32.7462617749132,1345716.31719205,440671.787975429
SC,2012,1981516,0,2813287,inc_sel,917,South,,,,77.9557338692135,52.2220257290793,1544705.33953588,806676.419850891
SC,2012,1981516,1,700718,inc_sel,917,South,,,,22.0442661307865,43.8952672575615,436810.660464115,191739.206820243
SC,2016,2123584,0,2458390,educ_sel,1951,South,895,Are you a college graduate?,36,52,36,1104263.68,397534.9248
SC,2016,2123584,1,1222456,educ_sel,1951,South,895,Are you a college graduate?,43,48,43,1019320.32,438307.7376
SC,2016,2123584,asian,33999,race_sel,260,South,895,Race,,1,72,21235.84,15289.8048
SC,2016,2123584,black,989295,race_sel,260,South,895,Race,94,19,94,403480.96,379272.1024
SC,2016,2123584,latino,99109,race_sel,260,South,895,Race,,4,61.6474876183559,84943.36,52365.4473386155
SC,2016,2123584,other,60989,race_sel,260,South,895,Race,,2,56.6608608331314,42471.68,24064.8194982929
SC,2016,2123584,white,2497454,race_sel,260,South,895,Race,24,74,24,1571452.16,377148.5184
SC,2016,2123584,0,2867693,inc_sel,917,South,895,Income,45,70,45,1486508.8,668928.96
SC,2016,2123584,1,813153,inc_sel,917,South,895,Income,32,30,32,637075.2,203864.064
SD,2008,387449,0,411747,educ_sel,1951,North Central,,,,58.7311777304056,65,227553.360804679,147909.684523042
SD,2008,387449,1,184278,educ_sel,1951,North Central,,,,41.2688222695944,56,159895.639195321,89541.5579493796
SD,2008,387449,asian,2551,race_sel,260,North Central,977,Vote by Race,,0,66.6212867592178,0,0
SD,2008,387449,black,3644,race_sel,260,North Central,977,Vote by Race,,1,94.6657335121554,3644,3449.61932918294
SD,2008,387449,latino,8620,race_sel,260,North Central,977,Vote by Race,,3,71.0987839297537,8620,6128.71517474477
SD,2008,387449,other,45875,race_sel,260,North Central,977,Vote by Race,,7,70.071427376871,27121.43,19004.3731260189
SD,2008,387449,white,535335,race_sel,260,North Central,977,Vote by Race,41,90,41,348704.1,142968.681
SD,2012,368270,0,411864,educ_sel,1951,North Central,,,,56.2766470509158,51.5724447301266,207250.008094408,106883.895877671
SD,2012,368270,1,206731,educ_sel,1951,North Central,,,,43.7233529490842,49.2658961190842,161019.991905592,79327.941943167
SD,2012,368270,asian,3811,race_sel,260,North Central,,,,0.5520257322909,66.923240363423,2032.9451643077,1360.51277876623
SD,2012,368270,black,5710,race_sel,260,North Central,,,,1.06170016863013,94.7013355617419,3909.92321101419,3702.74950026898
SD,2012,368270,latino,11296,race_sel,260,North Central,,,,2.26922787983556,66.1433155509206,8356.88551307043,5527.52115513934
SD,2012,368270,other,53039,race_sel,260,North Central,,,,9.49562581852705,60.0409756340874,34969.5412018896,20996.0537123787
SD,2012,368270,white,544739,race_sel,260,North Central,,,,86.6214204007164,43.9994573971462,319000.704909718,140358.579253348
SD,2012,368270,0,485643,inc_sel,917,North Central,,,,77.698035664063,53.9900282805664,286138.555940045,154486.287273634
SD,2012,368270,1,132952,inc_sel,917,North Central,,,,22.301964335937,41.6311159095424,82131.4440599551,34192.2366747809
SD,2016,370093,0,406721,educ_sel,1951,North Central,,,,53.2465611943981,41.0406550827021,197061.795721184,80875.4518817099
SD,2016,370093,1,226921,educ_sel,1951,North Central,,,,46.7534388056019,47.4909087460944,173031.204278816,82174.0913263209
SD,2016,370093,asian,3927,race_sel,260,North Central,,,,0.499847660625041,68.2612566398041,1849.90120263703,1262.76580751489
SD,2016,370093,black,4881,race_sel,260,North Central,,,,0.848505058992556,89.2523663220089,3140.25782797732,2802.75442008188
SD,2016,370093,latino,13408,race_sel,260,North Central,,,,2.60653177851836,62.6983177059982,9646.59165507196,6048.25068369733
SD,2016,370093,other,57978,race_sel,260,North Central,,,,11.9787757297945,53.4807199270437,44332.6104616682,23709.3992373521
SD,2016,370093,white,553448,race_sel,260,North Central,,,,84.0663397720696,36.8578179982011,311123.638852645,114673.384557689
SD,2016,370093,0,480355,inc_sel,917,North Central,,,,75.3163552896389,45.9388958883858,278740.558782083,128050.335097606
SD,2016,370093,1,153287,inc_sel,917,North Central,,,,24.6836447103611,41.6225357504699,91352.4412179167,38023.2025048543
TN,2008,2618238,0,3369142,educ_sel,1951,South,,,,61.3292591368958,60,1605745.96784068,963447.580704406
TN,2008,2618238,1,1228455,educ_sel,1951,South,,,,38.6707408631042,62,1012492.03215932,627745.05993878
TN,2008,2618238,asian,34201,race_sel,260,South,1520,Vote by Race,,1,66.6212867592178,26182.38,17443.0384601881
TN,2008,2618238,black,715128,race_sel,260,South,1520,Vote by Race,94,12,94.3833852316404,314188.56,296541.798938544
TN,2008,2618238,latino,57839,race_sel,260,South,1520,Vote by Race,,2,60.4642962962963,52364.76,31661.9836412445
TN,2008,2618238,other,51620,race_sel,260,South,1520,Vote by Race,,2,70.071427376871,51620,36170.8708119408
TN,2008,2618238,white,3738809,race_sel,260,South,1520,Vote by Race,34,84,34,2199319.92,747768.7728
TN,2012,2478870,0,3418558,educ_sel,1951,South,,,,59.1715372159682,49.3060325657402,1466785.48458547,723213.728699261
TN,2012,2478870,1,1385545,educ_sel,1951,South,,,,40.8284627840318,49.521038950776,1012084.51541453,501194.767093202
TN,2012,2478870,asian,42862,race_sel,260,South,,,,0.779131223766116,66,19313.6501665711,12747.0091099369
TN,2012,2478870,black,776865,race_sel,260,South,,,,16.2065091485737,95.2362874958726,401738.293331248,382600.636017959
TN,2012,2478870,latino,98411,race_sel,260,South,,,,2.22161055410289,61.9304985560116,55070.8375424903,34105.6442490354
TN,2012,2478870,other,66495,race_sel,260,South,,,,1.48835952875845,55.4526033154331,36894.4978505346,20458.9595382779
TN,2012,2478870,white,3819470,race_sel,260,South,,,,79.3043895447989,32.7462617749132,1965852.72110916,643743.278163659
TN,2012,2478870,0,3876800,inc_sel,917,South,,,,78.6435244387756,52.2220257290793,1949470.73425548,1018053.10842377
TN,2012,2478870,1,927303,inc_sel,917,South,,,,21.3564755612244,43.8952672575615,529399.265744523,232381.222558126
TN,2016,2508027,0,3421146,educ_sel,1951,South,,,,54.9458589432135,42.7699097371566,1378056.97767771,589393.725479344
TN,2016,2508027,1,1503109,educ_sel,1951,South,,,,45.0541410567865,47.6575247973468,1129970.02232229,538515.743590831
TN,2016,2508027,asian,50408,race_sel,260,South,,,,1.04108912799854,72,26110.7964242679,18799.7734254729
TN,2016,2508027,black,807753,race_sel,260,South,,,,15.0938575124767,87.7692895887596,378558.021754445,332257.686375138
TN,2016,2508027,latino,98310,race_sel,260,South,,,,1.75543577291054,61.6474876183559,44026.8031522551,27141.4180220444
TN,2016,2508027,other,80052,race_sel,260,South,,,,2.60329991245263,56.6608608331314,65291.4646952882,36994.7059469103
TN,2016,2508027,white,3887732,race_sel,260,South,,,,79.5063176741616,29.3983957197616,1994039.91397374,586215.744719994
TN,2016,2508027,0,3782577,inc_sel,917,South,,,,71.555679757853,48.5656534531744,1794635.76836049,871576.588008668
TN,2016,2508027,1,1141678,inc_sel,917,South,,,,28.444320242147,41.335218022973,713391.231639513,294881.820954965
TX,2008,8077795,0,10576806,educ_sel,1951,South,,,,56.757955996998,60,4584791.33162771,2750874.79897662
TX,2008,8077795,1,4659713,educ_sel,1951,South,,,,43.242044003002,62,3493003.66837229,2165662.27439082
TX,2008,8077795,asian,403833,race_sel,260,South,2101,Vote by Race,,2,66.6212867592178,161555.9,107630.619415435
TX,2008,8077795,black,1881843,race_sel,260,South,2101,Vote by Race,98,13,97.3833852316404,1050113.35,1022635.92899938
TX,2008,8077795,latino,3812343,race_sel,260,South,2101,Vote by Race,63,20,63,1615559,1017802.17
TX,2008,8077795,other,231424,race_sel,260,South,2101,Vote by Race,,2,70.071427376871,161555.9,113204.52514155
TX,2008,8077795,white,8907076,race_sel,260,South,2101,Vote by Race,26,63,26,5089010.85,1323142.821
TX,2012,7993851,0,11190707,educ_sel,1951,South,,,,55.0978594188098,49.3060325657402,4404440.78612912,2171655.00834756
TX,2012,7993851,1,5356947,educ_sel,1951,South,,,,44.9021405811903,49.521038950776,3589410.21387088,1777513.23011413
